STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
35,15,300,1400000US35015000300,35015000300,3,Eddy,NM,New Mexico,"Census Tract 3, Eddy County, New Mexico",6065,522,4679,0.9532,0.3265,0.7532,0.3194,0,0.1101,0.0655,0.4011,0.5767,0.0781,0,0,0,0,0,0,0,0,0.3853,0.7681,0.4228,1.5762,0.5133,0.6178,0.7563,0,1.3741,0.6642,0.6685,0.6685,0.6685,4.1955,0.1381,0.6674,0.6674,0.6674,0.5431,0.6215,0.2712,0.6015,0.1151,0.6636,0.4795,3.2955,0.4577,0.3684,0.8766,0.4453,0.5727,2.263,0.7168,0.5337,0.7789,1.3126,0.7793,7.5385,0.6151,0,0,1,0,0,1,0.2,0,6.89,0.12,28.88,0,0,0,0,0,0,100,82.84999999999998,10.47,63.62,99.8,0,76.62,47.9,32.1302,12.8,3.2,38.5,15.4266,9.9,15.9,13.5,28.9,11.8,1.9,1,1.9,33.5,9.6,7.7,13.6,11.5,0.5934,0.4568,0.7342,0.594,0.4553
35,15,200,1400000US35015000200,35015000200,2,Eddy,NM,New Mexico,"Census Tract 2, Eddy County, New Mexico",6079,562,2390,0.8918,0.2895,0.4918,0.1443,0,0.1178,0.0655,0.4108,0.5941,0.0807,0,0.4782,0,0,0,0,0.4782,0.3133,0.5968,0.2264,0.7305,1.5537,0.4937,0.6078,0.6238,0,1.2316,0.59,0.6809,0.6809,0.6809,4.5385,0.195,0.6047,0.6047,0.6047,0.3351,0.2501,0.0311,0.3714,0.1458,0.2141,0.1558,1.5034,0.1134,0.6162,0.487,0.4603,0.4599,2.0234,0.514,0.6556,0.7622,1.4178,0.834,5.5493,0.2968,1,0,1,0,0,2,0.4,0,6.95,0.12,29.07,0,11.52,0,0,0,0,50.13,35.81,6.42,61.02,79.20999999999998,0,79.64,40,21.961,5.3,1,24.3,16.4343,3.5,7.1,17.6,21.9,12,1.1,3.2,1.7,35.3,9.2,8.9,11.7,11.3,0.6906,0.3389,0.9192,0.5716,0.238
35,15,100,1400000US35015000100,35015000100,1,Eddy,NM,New Mexico,"Census Tract 1, Eddy County, New Mexico",1594,225,4553,1.0228,0.3682,0.8228,0.373,0,0.1115,0.1099,0.4125,0.6339,0.0868,0,0,0,0,0,0,0,0,0.3853,0.8748,0.2928,1.5529,0.4928,0.7891,0.7666,0,1.5557,0.7805,0.6614,0.6614,0.6614,4.4039,0.1708,0.7552,0.7552,0.7552,0.59,0.9095,0.5492,0.7011,0.3755,0.8062,0.568,4.4995,0.7137,0.3053,0.2253,0.3143,0.6975,1.5424,0.1632,0,0.9715,0.9715,0.6376,7.7686,0.652,0,0,0,1,0,1,0.2,0,6.9,0.15,29.1,0,0,0,0,0,0,100,90.33,12.67,100,100,0,75.69,61.5,34.6002,27.7,5.2,46.7,22.7799,13.7,18.5,12.4,17.8,10,3.5,0,20.8,31.5,10.1,6.3,16,11.8,0.476,0.5987,0.4075,0.6264,0.7146
35,13,1900,1400000US35013001900,35013001900,19,Doña Ana,NM,New Mexico,"Census Tract 19, DoÃ±a Ana County, New Mexico",1246,188,1978,0.62,0.1447,0.62,0.2236,0,0.0368,0.008,0.0726,0.1174,0.0191,0,0.3123,0.9125,0.6447,0,0,1.8695,0.9007,0.6709,0.4829,0.9627,2.1165,0.8777,0,0.2008,0,0.2008,0.0744,0,0,0,4.3042,0.1547,0.6924,0.6924,0.6924,0.7624,0.0924,0.0904,0.9888,0.5961,0.3448,0.3377,3.2126,0.4397,0.0096,0.935,0.2143,0.5837,1.7426,0.2818,0,0.971,0.971,0.6367,6.6186,0.4653,0,0,0,0,0,0,0,0,6,0.04,19.66,0,0.58,0.58,0.58,0,0,28.28,60.09,3.5,0,2.9,0,0,51.5,45.4927,2.6,1.8,97.1,29.3478,5,12,1.9,31.4,8.6,2,0,20.4,16,9.5,2.4,14.8,3.6,0.0124,0.4269,0.0103,0.0079,0.5944
35,13,1806,1400000US35013001806,35013001806,18.06,Doña Ana,NM,New Mexico,"Census Tract 18.06, DoÃ±a Ana County, New Mexico",5893,383,4023,1.761,0.735,1.161,0.6374,0.4572,0.2318,0.279,0.5624,1.5304,0.3506,0,0.3083,0,0,0,0,0.3083,0.2299,1,0.1158,0.7009,1.8167,0.6987,0.6949,0.4145,0,1.1094,0.5332,0,0,0,4.7648,0.2387,0.9896,0.9896,0.9896,0.9561,0.9724,0.9222,0.6353,0.5475,0.904,0.9455,5.883,0.938,0.0855,0.9599,0.1039,0.9553,2.1046,0.5874,0.855,0,0.855,0.5199,9.8322,0.9223,0,1,0,1,1,3,0.6,0.67,7.74,0.25,32.53,0,0.48,0,0,0,0,0,20.09,6.75,84.15999999999998,34.31,0,0,99.3,67.7244,39.9,12,41.1,27.6823,18.2,39.5,7.5,33.1,6.7,19.8,15.5,0,29.8,10.9,4,19,15.3,0.3731,0.7741,0.0603,0.8721,0.9058
35,13,1805,1400000US35013001805,35013001805,18.05,Doña Ana,NM,New Mexico,"Census Tract 18.05, DoÃ±a Ana County, New Mexico",3644,375,3360,2.1063,0.8534,1.3063,0.7318,0.325,0.2367,0.4723,0.6694,1.7034,0.4294,0,0,0,0,0,0,0,0,1,0.4191,0.6948,2.1139,0.8765,0.5679,0.7666,0,1.3345,0.6421,0,0,0,5.1518,0.322,0.9795,0.9795,0.9795,0.9901,0.9906,0.5953,0.6727,0.8533,0.9794,0.9924,6.0738,0.9609,0.2308,0.9816,0.5585,0.9669,2.7378,0.9501,0.9861,0,0.9861,0.6547,10.7772,0.9843,1,1,0,1,1,4,0.8,0.33,7.77,0.38,35.07,0,0,0,0,0,0,0,54.58,6.83,50.66,100,0,0,98.5,79.4457,49,5.6,44.2,41.7476,28.6,56,11,35.7,13.4,22.5,43.7,0,35,11.3,4.6,20.1,18.8,0.6759,0.836,0.1239,0.9564,0.9419
35,13,1804,1400000US35013001804,35013001804,18.04,Doña Ana,NM,New Mexico,"Census Tract 18.04, DoÃ±a Ana County, New Mexico",6739,899,5579,1.6269,0.6797,1.0269,0.5396,0.325,0.1936,0.0462,0.3612,0.926,0.1454,0,0,0,0.7421,0,0,0.7421,0.4566,0.8133,0.1145,0.9297,1.8575,0.7261,0,0,0,0,0,0,0,0,3.5256,0.0573,0.8679,0.8679,0.8679,0.9608,0.9506,0.7727,0.288,0.5688,0.8666,0.9544,5.3619,0.8638,0.4151,0.5684,0.744,0.9353,2.6628,0.9295,0.9974,0.5527,1.5501,0.9026,10.4427,0.9696,0,1,0,1,1,3,0.6,0.33,7.46,0.1,28.03,0,0,0,6.06,0,0,3.11,19.86,4.06,0,0,0,0,82.7,68.7936,34.1,7.7,20.2,28.4114,16.1,41.1,14.3,23,16.6,16.4,63.6,0.4,34.7,11.2,5.1,18.7,16.1,0.6606,0.8225,0.1933,0.9006,0.8928
35,13,1802,1400000US35013001802,35013001802,18.02,Doña Ana,NM,New Mexico,"Census Tract 18.02, DoÃ±a Ana County, New Mexico",6752,687,4528,1.698,0.7095,1.098,0.5936,0,0.1972,0.1445,0.413,0.7547,0.1079,0,0.351,0,0.6596,0,0,1.0106,0.6138,0.7879,0.2206,0.9561,1.9646,0.795,0.3767,0.3545,0,0.7312,0.297,0.1276,0.1276,0.1276,4.5887,0.2042,0.9568,0.9568,0.9568,0.9743,0.9834,0.3739,0.4655,0.4883,0.9292,0.9777,5.1923,0.8365,0.1197,0.9694,0.3436,0.9732,2.4059,0.8134,0.9981,0,0.9981,0.6705,9.5531,0.8938,0,1,0,1,1,3,0.6,0,7.49,0.17,29.11,0,1.9,0,1.11,0,0,5.82,35.12,3.61,14.83,24.25,0,0.25,96.4,72.3193,44.5,3.9,29.4,25.8806,20.2,47.4,8.5,34,10.4,24.2,66.3,0,33.2,11.3,4.4,19.6,16.5,0.5771,0.836,0.0995,0.9124,0.9274
35,13,1801,1400000US35013001801,35013001801,18.01,Doña Ana,NM,New Mexico,"Census Tract 18.01, DoÃ±a Ana County, New Mexico",5917,982,2980,1.6594,0.6931,1.2594,0.7034,0,0.1736,0.1264,0.2724,0.5724,0.0775,0,0.4347,0,0.8182,0,0,1.2529,0.6725,1,0.2808,0.8924,2.1732,0.9043,0.6495,0.4091,0,1.0586,0.5106,0.1816,0.1816,0.1816,5.2387,0.3415,0.8467,0.8467,0.8467,0.8027,0.9861,0.908,0.2984,0.0735,0.8349,0.9656,4.8692,0.782,0.4888,0.9135,0.7348,0.9532,3.0903,0.994,0.9785,0,0.9785,0.6448,9.7847,0.9179,0,0,0,1,1,2,0.4,0,7.31,0.16,25.92,0,7.01,0,19.48,0,0,0,41.87,4.57,72.12999999999998,33.36,0,4.87,78.7,48.6395,46,11.3,20.7,13.7224,14.7,43.7,15.5,30.3,16.4,19.4,39.2,0,29.9,10.3,4.6,16.5,13.7,0.3792,0.6494,0.1239,0.7878,0.7587
35,13,1707,1400000US35013001707,35013001707,17.07,Doña Ana,NM,New Mexico,"Census Tract 17.07, DoÃ±a Ana County, New Mexico",5832,513,3168,1.8233,0.7582,1.2233,0.6801,0.6074,0.34,0.279,0.8417,2.0681,0.5771,0,0,0,0,0,0,0,0,1,0.0691,0.4068,1.4759,0.4208,0.7803,0,0,0.7803,0.3641,0.6286,0.6286,0.6286,4.9529,0.2792,0.967,0.967,0.967,0.9603,0.9758,0.5241,0.4551,0.8001,0.871,0.9615,5.5479,0.8919,0.3335,0.9297,0.3659,0.9891,2.6182,0.9144,0.9501,0,0.9501,0.6132,10.0832,0.9441,0,1,0,1,1,3,0.6,1.33,8.37,0.25,39.91,0,0,0,0,0,0,0,11.08,10.78,99.72000000000001,0,0,69.69,97.4,68.6728,41.2,5,28.8,38.3554,16.3,42.7,12.9,31.1,10.7,31,29.5,0,31,10.7,4.1,18.3,15.2,0.446,0.7373,0.0688,0.8679,0.8751
35,13,1706,1400000US35013001706,35013001706,17.06,Doña Ana,NM,New Mexico,"Census Tract 17.06, DoÃ±a Ana County, New Mexico",4158,453,1463,1.8664,0.7736,1.2664,0.7075,0.6451,0.353,0.3551,0.7638,2.117,0.5945,0,0,0,0,0,0,0,0,1,0.2684,0.3324,1.6008,0.5344,0.7891,0,0,0.7891,0.368,0.4408,0.4408,0.4408,4.9477,0.278,0.9969,0.9969,0.9969,0.9868,0.9781,0.9031,0.4026,0.8691,0.873,0.9796,5.9923,0.9517,0.5203,0.9468,0.5585,0.9721,2.9977,0.9889,0.9021,0,0.9021,0.5641,10.889,0.9884,0,1,0,1,1,3,0.6,1.67,8.44,0.3,37.48,0,0,0,0,0,0,0,40.56,12.08,100,0,0,38.84,100,77.2968,42.1,11.1,25.9,42.8906,16.4,48,16,32.1,13.4,23.8,20.8,0,34.4,11,4.9,18.9,18.7,0.6447,0.7919,0.1641,0.955,0.9016
35,13,1705,1400000US35013001705,35013001705,17.05,Doña Ana,NM,New Mexico,"Census Tract 17.05, DoÃ±a Ana County, New Mexico",3054,328,2344,2.2355,0.8898,1.6355,0.8985,0.6451,0.3589,0.4723,0.8619,2.3382,0.6618,0,0.6476,0,0.7651,0,0,1.4127,0.7219,0.8476,0.1562,0.5614,1.5652,0.504,0.7309,0.3798,0,1.1107,0.5338,0.4749,0.4749,0.4749,6.9017,0.7097,0.9748,0.9748,0.9748,0.9523,0.9532,0.8424,0.4738,0.6075,0.9069,0.9659,5.702,0.914,0.3626,0.5902,0.2847,0.9782,2.2157,0.6804,0.973,0,0.973,0.639,9.8655,0.9258,0,1,0,1,1,3,0.6,1.67,8.47,0.38,40.63,0,46.81,0,8.78,0,0,0.48,26.65,8.33,92.48,28.32,0,43.87,98.1,66.9286,34.7,9.1,29.9,29.7456,18.4,43.8,13.4,23.3,9.6,25.8,36.7,0,32.7,10.5,4.4,17.2,16.1,0.5477,0.6964,0.0995,0.9006,0.8115
35,13,1703,1400000US35013001703,35013001703,17.03,Doña Ana,NM,New Mexico,"Census Tract 17.03, DoÃ±a Ana County, New Mexico",3598,454,1654,1.4539,0.601,1.2539,0.6998,0.5508,0.2367,0.0931,0.6745,1.5551,0.361,0,0,0,0.6512,0,0,0.6512,0.4018,0.8596,0.1395,0.9122,1.9113,0.7603,0.3529,0,0.903,1.2559,0.6018,0.5659,0.5659,0.5659,5.9394,0.5032,0.8815,0.8815,0.8815,0.702,0.7788,0.8251,0.3229,0.3637,0.4549,0.8113,4.2587,0.6669,0.562,0.352,0.6239,0.8665,2.4044,0.8125,0.8931,0,0.8931,0.5545,8.4377,0.7507,0,0,0,0,1,1,0.2,1,7.77,0.14,35.18,0,0,0,0.8,0,0,0.03,24.12,4.33,11.48,0,5.96,58.84,85.2,41.2451,18.5,8.7,21.9,22.4613,6.4,27.8,16.7,20,14.4,9.6,19.7,0,33.6,9.4,6.1,13.3,13.7,0.5994,0.3966,0.3665,0.7878,0.4205
35,13,1702,1400000US35013001702,35013001702,17.02,Doña Ana,NM,New Mexico,"Census Tract 17.02, DoÃ±a Ana County, New Mexico",1426,250,1638,1.1631,0.4491,0.9631,0.4881,0.325,0.1679,0.0383,0.4376,0.9688,0.1564,0,0,0,0,0,0,0,0,1,0.3529,0.9704,2.3233,0.9594,0.3518,0,0,0.3518,0.1158,0.4976,0.4976,0.4976,4.1415,0.1296,0.8436,0.8436,0.8436,0.8403,0.8776,0.1726,0.3046,0.2599,0.8513,0.9544,4.2607,0.6675,0.8412,0.435,0.8832,0.8924,3.0518,0.9921,0.8964,0,0.8964,0.5587,9.0525,0.8335,0,0,0,0,1,1,0.2,0.33,7.27,0.09,29.62,0,0,0,0,0,0,0,48.83,3.33,11.31,0,0,47.43,78.09999999999998,52.1038,24.7,2.5,21,19.708,15.4,41.1,22.4,21.2,20.4,11.6,20.1,0,32.4,9.3,6.4,12.8,13.7,0.53,0.3679,0.4287,0.7878,0.362
35,13,1701,1400000US35013001701,35013001701,17.01,Doña Ana,NM,New Mexico,"Census Tract 17.01, DoÃ±a Ana County, New Mexico",9552,917,6700,1.1551,0.4445,1.1551,0.6333,0.325,0.0702,0.0178,0.9995,1.4125,0.3019,0,0.3372,0,0.6517,0,0,0.9889,0.6046,0.86,0.0541,0.8644,1.7785,0.6714,0.3265,0,0.8698,1.1963,0.573,0.2469,0.2469,0.2469,5.6231,0.4294,0.8666,0.8666,0.8666,0.7645,0.7197,0.6389,0.5629,0.5425,0.8028,0.4976,4.5289,0.7193,0.2466,0.9514,0.2564,0.838,2.2924,0.7382,0.5741,0,0.5741,0.311,8.262,0.7257,0,0,0,0,0,0,0,0.33,6.52,0.06,214.55,0,1.37,0,0.82,0,0,0.02,8.27,4.92,7.91,0,1.11,12.37,82.5,45.624,16,6,35.7,27.5176,13.6,16.4,11.3,32.4,9.2,7.9,1.5,0,29.7,9.4,5.3,13.7,11.2,0.3669,0.3966,0.2235,0.5598,0.4677
35,13,1600,1400000US35013001600,35013001600,16,Doña Ana,NM,New Mexico,"Census Tract 16, DoÃ±a Ana County, New Mexico",2572,366,1430,1.1676,0.4514,0.9676,0.4917,0,0.164,0.0655,0.3158,0.5453,0.0734,0,0,0,0.6624,0,0,0.6624,0.4091,0.8424,0.2823,0.9782,2.1029,0.8714,0.291,0,0,0.291,0.0981,0.2089,0.2089,0.2089,3.8105,0.0869,0.9051,0.9051,0.9051,0.897,0.9308,0.7789,0.2349,0.0494,0.6771,0.962,4.5301,0.7194,0.9024,0.2894,0.8982,0.9274,3.0174,0.9903,0.9844,0,0.9844,0.6525,9.437,0.8807,0,0,0,0,1,1,0.2,0,7.24,0.12,26.98,0,0,0,1.22,0,0,0.77,42.02,3.08,3.39,0,0,7.82,89.2,58.2815,30.4,7.8,17.7,12.4347,10.2,42.8,24.9,19,21,15.4,42.5,0,33.7,10,6,14.9,15.5,0.605,0.5713,0.3472,0.8798,0.6058
35,13,1500,1400000US35013001500,35013001500,15,Doña Ana,NM,New Mexico,"Census Tract 15, DoÃ±a Ana County, New Mexico",6601,795,4545,1.1889,0.4629,0.9889,0.5088,0,0.059,0.0309,0.3688,0.4587,0.0601,0,0.3205,0,0.6463,0,0,0.9668,0.5951,0.8337,0.1223,0.8303,1.7863,0.6772,0.303,0.251,0.8768,1.4308,0.6989,0.1699,0.1699,0.1699,4.8125,0.2488,0.6826,0.6826,0.6826,0.3177,0.791,0.6389,0.2774,0.2742,0.602,0.5082,3.4094,0.4834,0.9126,0.0617,0.6356,0.7944,2.4043,0.8125,0.8956,0.9707,1.8663,0.9925,8.3626,0.7401,0,0,1,0,0,1,0.2,0,6.39,0.08,28.2,0,0.81,0,0.63,0,0,1.37,21.19,5.33,4.81,9.75,1.77,3.66,50.1,21.1195,19.1,6,19.7,20.0935,8.7,16.7,25.5,10.9,14.6,6,20,20.2,33.9,9.4,7.6,12.2,11.5,0.6164,0.3966,0.7108,0.594,0.2921
35,13,1400,1400000US35013001400,35013001400,14,Doña Ana,NM,New Mexico,"Census Tract 14, DoÃ±a Ana County, New Mexico",5206,741,4361,1.8999,0.7861,1.0999,0.595,0,0.0328,0.0462,0.1543,0.2333,0.0328,0,0,0,0,0,0,0,0,0.8509,0.4361,0.8503,2.1373,0.8881,0.3931,0.3045,0.8725,1.5701,0.8899,0.2837,0.2837,0.2837,4.2244,0.1423,0.8742,0.8742,0.8742,0.9455,0.9866,0.9733,0.3311,0.4051,0.5416,0.967,5.1502,0.8291,0.4578,0.9612,0.194,0.9688,2.5818,0.8998,0.9908,0.6572,1.648,0.9445,10.2542,0.9576,1,1,0,1,1,4,0.8,0,5.9,0.1,22.69,0,0,0,0,0,0,0.31,56.02,5.08,17.2,16.92,1.34,17.36,83.9,65.6166,46.3,17.1,22.3,23.5563,7.7,44.1,15,33.2,8.3,23,48.7,0.8,36.3,11.4,5.3,19.3,18.2,0.7371,0.848,0.2235,0.9474,0.9171
35,13,1307,1400000US35013001307,35013001307,13.07,Doña Ana,NM,New Mexico,"Census Tract 13.07, DoÃ±a Ana County, New Mexico",7154,706,3565,1.0959,0.4111,0.8959,0.4322,0,0.0405,0.0655,0.2919,0.3979,0.0511,0,0,0,0,0,0,0,0,0.8387,0.1216,0.9055,1.8658,0.7314,0.2994,0.2396,0,0.539,0.1837,0.128,0.128,0.128,2.9307,0.0191,0.7868,0.7868,0.7868,0.9359,0.8271,0.8801,0.2437,0.6408,0.5359,0.7671,4.8306,0.7752,0.3684,0.7568,0.8316,0.8359,2.7927,0.9623,0.9903,0,0.9903,0.6594,9.4004,0.8768,0,0,0,0,1,1,0.2,0,6.09,0.12,26.41,0,0,0,0,0,0,1.01,21.07,4.42,4.37,8.22,0,0.27,67.3,64.0034,21.1,10.2,18.1,31.0139,7.6,25.6,13.5,26,18.7,7.8,48.2,0,32.2,10.2,5.6,15.1,12.9,0.5176,0.6245,0.2747,0.7292,0.6272
35,13,1306,1400000US35013001306,35013001306,13.06,Doña Ana,NM,New Mexico,"Census Tract 13.06, DoÃ±a Ana County, New Mexico",12646,802,6459,0.5043,0.0958,0.5043,0.1512,0,0.1533,0.6842,0.422,1.2595,0.2442,0,0,0,0,0,0,0,0,0.5571,0.0561,0.5919,1.2051,0.1895,0,0.6383,0,0.6383,0.2381,0,0,0,3.1029,0.0274,0.7339,0.7339,0.7339,0.6253,0.1851,0.7663,0.3697,0.6622,0.0917,0.1348,2.8351,0.3564,0.283,0.8638,0.3064,0.6037,2.0569,0.5454,0.6223,0.4452,1.0675,0.6891,6.6934,0.4769,0,0,0,0,0,0,0,0,7.18,0.56,29.3,0,0,0,0,0,0,62.66,8.66,7.94,0,82.26999999999998,0,0,57.8,36.5753,4.2,7.6,24.2,31.8324,2,6.5,12,28.5,9.9,2.2,2.3,0.2,26.7,9.2,5.4,12.9,8.5,0.2035,0.3389,0.2406,0.219,0.3736
35,13,1305,1400000US35013001305,35013001305,13.05,Doña Ana,NM,New Mexico,"Census Tract 13.05, DoÃ±a Ana County, New Mexico",5084,571,1980,1.6193,0.6764,1.0193,0.5339,0,0.0583,0.024,0.1194,0.2017,0.0301,0,0.3223,0.9147,0.6528,0,0,1.8898,0.9012,0.8298,0.15,0.8801,1.8599,0.7275,0,0.2218,0,0.2218,0.079,0,0,0,4.1732,0.1347,0.8028,0.8028,0.8028,0.8918,0.87,0.7327,0.3229,0.7283,0.8062,0.7904,5.1423,0.8279,0.2212,0.8139,0.7203,0.7729,2.5283,0.877,0.9983,0,0.9983,0.6707,9.4717,0.8846,0,1,0,1,1,3,0.6,0,6.38,0.07,21.49,0,0.86,0.86,0.86,0,0,1.66,25.71,4.72,0,5.84,0,0,70.2,57.6824,24.1,7.1,21.9,34.6558,13.7,26.7,10.8,27.2,16.1,5.3,67.2,0,31.1,10.6,5.1,16.5,12.5,0.4524,0.718,0.1933,0.6944,0.7587
35,13,1304,1400000US35013001304,35013001304,13.04,Doña Ana,NM,New Mexico,"Census Tract 13.04, DoÃ±a Ana County, New Mexico",8308,856,3734,1.0676,0.3948,0.8676,0.4095,0,0.1066,0.1792,0.2019,0.4877,0.0644,0,0,0,0,0,0,0,0,0.6599,0.1072,0.7897,1.5568,0.4962,0,0.4616,0,0.4616,0.1491,0,0,0,2.5061,0.0065,0.8467,0.8467,0.8467,0.8416,0.8335,0.8105,0.4636,0.3865,0.5416,0.8217,4.699,0.7511,0.2466,0.8735,0.793,0.8436,2.7567,0.9547,0.974,0,0.974,0.6399,9.2764,0.8611,0,0,0,1,0,1,0.2,0,6.86,0.19,24.11,0,0,0,0,0,0,31.07,18.56,5.78,0,43.4,0,0,78.7,52.2483,21.5,8.4,29.3,23.0711,7.7,28.4,11.3,28.8,17.7,8.2,37.2,0,27,9.9,4.4,15.5,10.6,0.2186,0.5445,0.0995,0.4854,0.6678
35,13,1303,1400000US35013001303,35013001303,13.03,Doña Ana,NM,New Mexico,"Census Tract 13.03, DoÃ±a Ana County, New Mexico",7796,644,4850,1.052,0.3856,0.852,0.3966,0,0.1343,0.4987,0.3835,1.0165,0.169,0,0,0,0,0,0,0,0,0.7798,0.1824,0.7657,1.7279,0.6364,0.6376,0.3956,0,1.0332,0.4987,0,0,0,3.7776,0.0834,0.7509,0.7509,0.7509,0.6403,0.6289,0.3443,0.2689,0.373,0.44,0.6224,3.3178,0.4627,0.8023,0.7568,0.4891,0.779,2.8272,0.9687,0.9021,0.7622,1.6643,0.9501,8.5602,0.7686,0,0,0,0,1,1,0.2,0,7.06,0.4,28.52,0,0,0,0,0,0,6.81,30.35,6.03,68.9,30.92,0,0,60.8,37.4656,13,3.7,19.3,22.7207,6.2,20.2,21.3,26,12.4,5.5,20.8,1.7,34.2,9.8,6.7,13.4,12.6,0.6335,0.5157,0.4939,0.7032,0.4322
35,13,1205,1400000US35013001205,35013001205,12.05,Doña Ana,NM,New Mexico,"Census Tract 12.05, DoÃ±a Ana County, New Mexico",4624,446,5662,0.9667,0.3348,0.7667,0.3296,0,0.1583,0.7857,0.4757,1.4197,0.3047,0,0,0,0,0,0,0,0,0.4763,0.2823,0.7273,1.4859,0.4304,0,0.3993,0,0.3993,0.1292,0.1917,0.1917,0.1917,3.4966,0.0549,0.6232,0.6232,0.6232,0.5999,0.3407,0.537,0.6821,0.7467,0.7074,0.3822,3.996,0.6121,0.9311,0.1101,0.6473,0.4409,2.1294,0.609,0.5741,0.8396,1.4137,0.8319,8.1623,0.7118,0,0,1,0,0,1,0.2,0,7.21,0.68,30.5,0,0,0,0,0,0,86.78,42.03,6.44,0,31.56,0,5.98,42.2,35.1021,6.8,5.1,45,35.5351,10.9,13.2,26.9,14.3,14.8,1,1.5,2.9,32.5,9,8.4,11,10.2,0.536,0.2831,0.8659,0.4345,0.1672
35,13,1204,1400000US35013001204,35013001204,12.04,Doña Ana,NM,New Mexico,"Census Tract 12.04, DoÃ±a Ana County, New Mexico",4140,413,1435,0.4636,0.0813,0.2636,0.0444,0,0.1343,0.0655,0.2559,0.4557,0.0595,0,0,0,0,0,0,0,0,0.7925,0.0952,0.894,1.7817,0.6738,0,0.2673,0,0.2673,0.0907,0.1238,0.1238,0.1238,2.6285,0.0091,0.5073,0.5073,0.5073,0.2624,0.2501,0.6173,0.0211,0.1207,0.4022,0.1662,1.84,0.1667,0.9635,0.1912,0.2631,0.7132,2.131,0.6103,0.7795,0,0.7795,0.4625,5.2578,0.2545,0,0,1,0,0,1,0.2,0,7.06,0.12,25.51,0,0,0,0,0,0,5.25,16.25,4.56,0,11.81,0,0.11,30.5,18.4541,5.3,5.8,4.6,15.6307,5.7,7.4,31.2,17,9.3,3.8,9.4,0,33.3,8.9,8.5,9.7,9.8,0.5825,0.2567,0.8794,0.3826,0.0661
35,13,1203,1400000US35013001203,35013001203,12.03,Doña Ana,NM,New Mexico,"Census Tract 12.03, DoÃ±a Ana County, New Mexico",4607,528,5768,0.8542,0.2678,0.8542,0.3988,0,0.1655,0.8882,0.58,1.6337,0.3972,0.9476,0,0,0,0,0,0.9476,0.589,0.3853,0.2076,0.5625,1.1554,0.157,0,0.692,0,0.692,0.2714,0.2579,0.2579,0.2579,4.6866,0.2228,0.7101,0.7101,0.7101,0.8832,0.4338,0.4989,0.9059,0.8004,0.3364,0.7295,4.5881,0.7308,0.4636,0.5466,0.3584,0.5373,1.9059,0.4099,0.4399,0,0.4399,0.1938,7.644,0.6314,0,0,0,0,0,0,0,0,7.25,0.88,32.94,7.76,0,0,0,0,0,100,33.53,8.29,0,92.81,0,13.8,54.1,56.642,8.5,4.8,71.9,38.3789,4.9,24,15.1,22.7,10.6,1.6,0.4,0,26,9.6,5.2,13.8,8.2,0.1711,0.4568,0.2082,0.1841,0.4797
